year,album,track_position,track_title,exclude_flag,lyrics,lyrics_cleaned,unique_words
1984,From Her To Eternity,1,Avalanche,y,"I stepped into an avalanche
It covered up my soul
When I am not this hunchback that you see
I sleep beneath the golden hill
You who wish to conquer pain
You must learn to serve me well
You strike my side by accident
As you go down to your goal
This cripple here that you clothe and feed
Is neither starved nor cold
He does not ask for your company
Not at the centre, the centre of the world
I who am on a pedestal
You did not raise me there
Your laws do not compel me now
To kneel grotesque and bare
For I myself am the pedestal
For this ugly hump at which you stare
You who wish to conquer pain
You must learn what makes me kind
The crumbs of love that you offer me
Are the crumbs I've left behind
Your pain is no credential here
It's just a shadow of my wound
I have begun to ask for you
I who have no greed
I have begun to long for you
I who have no need
You say you've gone away from me
But I can feel you when you breathe
Do not dress in those rags for me
I know you are not poor
And do not love me quite so fiercely now
When you know that you are not sure
It is your turn, my beloved one
It is your flesh that I wear",I stepped into an avalanche It covered up my soul When I am not this hunchback that you see I sleep beneath the golden hill You who wish to conquer pain You must learn to serve me well You strike my side by accident As you go down to your goal This cripple here that you clothe and feed Is neither starved nor cold He does not ask for your company Not at the centre the centre of the world I who am on a pedestal You did not raise me there Your laws do not compel me now To kneel grotesque and bare For I myself am the pedestal For this ugly hump at which you stare You who wish to conquer pain You must learn what makes me kind The crumbs of love that you offer me Are the crumbs I've left behind Your pain is no credential here It's just a shadow of my wound I have begun to ask for you I who have no greed I have begun to long for you I who have no need You say you've gone away from me But I can feel you when you breathe Do not dress in those rags for me I know you are not poor And do not love me quite so fiercely now When you know that you are not sure It is your turn my beloved one It is your flesh that I wear,136
1984,From Her To Eternity,2,Cabin Fever!,y,"The Captain's fore-arm like bunched-up rope
With A-N-I-T-A wriggling free on a skull'n'dagger
And a portrait of Christ, nailed to an anchor
Etched into his upper...

O o o' Cabin Fever!
O o o' Cabin Fever!

Slams his fucking tin-dish down
Our Captain, takes time to crush
Some Bloo-Bottles glowin in his gruel
With a lump in his throat, and lumpy mush
Thumbing a scrapbook stuck up with clag
And a morbid lump of Love in his flags
Done is the Missing, now all that remain
Is to sail forever, upon the stain

Cabin Fever! O o o' Cabin Fever!

The captains free-hand is a cleaver
Which he fashions his beard, and he rations his jerky!
And carves his peg outta the finest mahogany!
Or was it Ebony?
Tallies up his loneliness, notch by notch
'Cause the sea offers nothing to hold or touch
Notch by notch, winter by winter
Notch by notch, winter by winter
Now his leg is whittled, right down to a splinter

O o Cabin Fever! O o o Cabin Fever!
O the rollin sea keeps rollin on!
O the rollin sea keeps rollin on!
She's everywhere! now that she's gone!
She's everywhere! now that she's gone! Gone! Gone!
O Cabin Fever!

Welcome to his table, Beloved-Unconscious
Raisin her host of hair from her crooks
And struggling to summon one of her looks!
His arm now like coiled s-s-s-snakes
Whips all the bottles that he's drunken
Like crystal - skittles about the cabin
Of a ship they'd been sailing
Five years sunken",The Captain's fore-arm like bunched-up rope With A-N-I-T-A wriggling free on a skull'n'dagger And a portrait of Christ nailed to an anchor Etched into his upper O o o' Cabin Fever O o o' Cabin Fever Slams his fucking tin-dish down Our Captain takes time to crush Some Bloo-Bottles glowin in his gruel With a lump in his throat and lumpy mush Thumbing a scrapbook stuck up with clag And a morbid lump of Love in his flags Done is the Missing now all that remain Is to sail forever upon the stain Cabin Fever O o o' Cabin Fever The captains free-hand is a cleaver Which he fashions his beard and he rations his jerky And carves his peg outta the finest mahogany Or was it Ebony Tallies up his loneliness notch by notch 'Cause the sea offers nothing to hold or touch Notch by notch winter by winter Notch by notch winter by winter Now his leg is whittled right down to a splinter O o Cabin Fever O o o Cabin Fever O the rollin sea keeps rollin on O the rollin sea keeps rollin on She's everywhere now that she's gone She's everywhere now that she's gone Gone Gone O Cabin Fever Welcome to his table Beloved-Unconscious Raisin her host of hair from her crooks And struggling to summon one of her looks His arm now like coiled s-s-s-snakes Whips all the bottles that he's drunken Like crystal - skittles about the cabin Of a ship they'd been sailing Five years sunken,149
1984,From Her To Eternity,3,Well Of Misery,y,"Along crags and sunless cracks I go
Up rib of rock, down spine of stone
I dare not slumber where the night winds whistle
Lest her creeping-soul clutch this heart of thistle

O the same God that abandon'd her
Has in turn abandon'd me
And softenin' the turf with my tears
I dug a Well of Misery

And, in that Well of Misery
Hangs a bucket fulla Sorrow
Which swings slow an' achin' like a bell
Its toll is dead and hollow

Down that well lies the long-lost dress
Of my lil floatin' girl
That muffles a tear that you let fall
All down that Well of Misery

Put ya shoulder to the handle, if ya dare
And hoist that bucket, hither
Crank'n'hoist'n'hoist'n'crank
Till ya muscles waste'n'wither

O the same God that abandon'd her
Has in turn abandon'd me
Deep in the Desert of Despair
I wait at the Well of Misery",Along crags and sunless cracks I go Up rib of rock down spine of stone I dare not slumber where the night winds whistle Lest her creeping-soul clutch this heart of thistle O the same God that abandon'd her Has in turn abandon'd me And softenin' the turf with my tears I dug a Well of Misery And in that Well of Misery Hangs a bucket fulla Sorrow Which swings slow an' achin' like a bell Its toll is dead and hollow Down that well lies the long-lost dress Of my lil floatin' girl That muffles a tear that you let fall All down that Well of Misery Put ya shoulder to the handle if ya dare And hoist that bucket hither Crank'n'hoist'n'hoist'n'crank Till ya muscles waste'n'wither O the same God that abandon'd her Has in turn abandon'd me Deep in the Desert of Despair I wait at the Well of Misery,97
1984,From Her To Eternity,4,From Her To Eternity,y,"Ah wanna tell ya 'bout a girl
You know, she lives in apt. 29
Why? That's the one right up top a mine
I start to cry, I start to cry
Oh, I hear her walkin'
Walkin' barefoot cross the floor-boards
All through this lonesome night
And I hear her crying too
Hot-tears come splashin' on down
Leaking through the cracks
Down upon my face
I catch 'em in my mouth!
Walk and cry, walk and cry

From her to eternity!
From her to eternity!
From her to eternity!

I read her diary on her sheets
Scrutinizing every little piece of dirt
Tore out a page and stuffed it inside my shirt
Fled outta the window
And shinning it down the vine
Outta her nightmare
And back into mine
Mine! O Mine!

From her to eternity!
From her to eternity!
From her to eternity!
Cry! Cry! Cry!

She's wearing them bloo-stockens, I bet!
And standin' like this with my ear to the ceiling
Listen I know it must sound absurd
But I can hear the most melancholy sound I ever heard!
Walk and cry, kneel and cry!

From her to eternity!
From her to eternity!

Oh tell me why? Why? Why?
Why the ceiling still shakes?
Why the fixtures turn to serpents snakes?
This desire to possess her is a wound
And it's naggin' at me like a shrew
But I know, that to possess her
Is, therefore, not to desire her

O o o then ya know
That lil girl would just have to go!
Go! Go!
From her to eternity!",Ah wanna tell ya 'bout a girl You know she lives in apt 29 Why That's the one right up top a mine I start to cry I start to cry Oh I hear her walkin' Walkin' barefoot cross the floor-boards All through this lonesome night And I hear her crying too Hot-tears come splashin' on down Leaking through the cracks Down upon my face I catch 'em in my mouth Walk and cry walk and cry From her to eternity From her to eternity From her to eternity I read her diary on her sheets Scrutinizing every little piece of dirt Tore out a page and stuffed it inside my shirt Fled outta the window And shinning it down the vine Outta her nightmare And back into mine Mine O Mine From her to eternity From her to eternity From her to eternity Cry Cry Cry She's wearing them bloo-stockens I bet And standin' like this with my ear to the ceiling Listen I know it must sound absurd But I can hear the most melancholy sound I ever heard Walk and cry kneel and cry From her to eternity From her to eternity Oh tell me why Why Why Why the ceiling still shakes Why the fixtures turn to serpents snakes This desire to possess her is a wound And it's naggin' at me like a shrew But I know that to possess her Is therefore not to desire her O o o then ya know That lil girl would just have to go Go Go From her to eternity ,141
1984,From Her To Eternity,5,Saint Huck,y,"Born of the river
Born of its ever-changing, never-changing murky water
Oh riverboat just rollin' along through the great great greasy city
Huck standing like a Saint, upon its deck
If ya wanna catch a Saint
Then bait ya hook, let's take a walk...

'O come to me!, O come to me!' is what the dirty city
Say to Huck... HUCK
Woah-woah, woah woah!
Woah-woah, woah woah!
Saint Huck! Huck!

Straight in the arms of the city goes Huck
Down the beckonin' streets of opportunity
Whistling his favorite river-song...
And a bad-blind nigga at the piano
Buts a sinister blooo lilt into that sing-a-long
Huck senses something's wrong!
Sirens wail in the city
And lil-Ulysses turn to putty
And Ol' Man River's got a bone to pick!
And our boy's hardly got a bone to suck!

He go, woah-woah, woah woah!
Woah-woah, woah woah!
Saint Huck! Huck!

The mo-o-o-on, its huge cycloptic eye
Watches the city streets contract
Twist and cripple and crack
Saint Huck goes on a dog's-leg now
Saint Huck goes on a dog's-leg now
You know the story!
Ya wake up one morning and you find you're a thug
Blowing smoke rings in some dive
Ya fingers hot and itching, ya cracking ya knuckles
Ya bull neck bristling...
Still Huck he ventures on whistling
And Death reckons Huckleberry's time is up

O woah woah woah!
Saint Huck!
O woah woah woah!
Saint Huck! Huck!

Yonder go Huck, minus pocket-watch an' wallet gone
Skin shrink-wraps his skeleton
No wonder he gets thinner, what with his cold'n'skinny dinners!
Saint Huck-a-Saint Elvis, Saint Huck-a-Saint Elvis
O you recall the song ya used to sing-a-long
Shifting the river-trade on that ol' steamer
Life is but a dream!
But ya traded in the Mighty ol' man River
For the Dirty ol' Man Latrine!
The brothel shift
The hustle'n'the bustle and the green-backs rustle
And all the sexy-cash
And the randy-cars
And the two dollar fucks
O o o ya outta luck, ya outta luck

Woah-woah-woah-woah
Saint Huck! Huck!

This is the track of deception
Leads to the heart of despair
Huck whistles like he just don't care
But in the pocket of the jacket is a chamber
Lead pellets sleeps in there
Wake Up!
Now Huck whistles and he kneels
And he lays down there
See ya Huck, good luck
A smoke ring hovers above his head
And the rats and the dogs and the men all come
And put a bullet through his eye
And the drip and the drip and the drip of the Mississippi cryin'
And Saint Huck hears his own Mississippi just rollin' by him Woah-woah-

Woah-woah
Woah-woah-woah-woah
Saint Huck! Saint Huck! Saint Huck!
Woah-woah-woah-woah
Woah-woah-woah-woah
Saint Huck! Saint Huck! Saint Huck!
Woah-woah-woah-woah",Born of the river Born of its ever-changing never-changing murky water Oh riverboat just rollin' along through the great great greasy city Huck standing like a Saint upon its deck If ya wanna catch a Saint Then bait ya hook let's take a walk 'O come to me O come to me ' is what the dirty city Say to Huck HUCK Woah-woah woah woah Woah-woah woah woah Saint Huck Huck Straight in the arms of the city goes Huck Down the beckonin' streets of opportunity Whistling his favorite river-song And a bad-blind nigga at the piano Buts a sinister blooo lilt into that sing-a-long Huck senses something's wrong Sirens wail in the city And lil-Ulysses turn to putty And Ol' Man River's got a bone to pick And our boy's hardly got a bone to suck He go woah-woah woah woah Woah-woah woah woah Saint Huck Huck The mo-o-o-on its huge cycloptic eye Watches the city streets contract Twist and cripple and crack Saint Huck goes on a dog's-leg now Saint Huck goes on a dog's-leg now You know the story Ya wake up one morning and you find you're a thug Blowing smoke rings in some dive Ya fingers hot and itching ya cracking ya knuckles Ya bull neck bristling Still Huck he ventures on whistling And Death reckons Huckleberry's time is up O woah woah woah Saint Huck O woah woah woah Saint Huck Huck Yonder go Huck minus pocket-watch an' wallet gone Skin shrink-wraps his skeleton No wonder he gets thinner what with his cold'n'skinny dinners Saint Huck-a-Saint Elvis Saint Huck-a-Saint Elvis O you recall the song ya used to sing-a-long Shifting the river-trade on that ol' steamer Life is but a dream But ya traded in the Mighty ol' man River For the Dirty ol' Man Latrine The brothel shift The hustle'n'the bustle and the green-backs rustle And all the sexy-cash And the randy-cars And the two dollar fucks O o o ya outta luck ya outta luck Woah-woah-woah-woah Saint Huck Huck This is the track of deception Leads to the heart of despair Huck whistles like he just don't care But in the pocket of the jacket is a chamber Lead pellets sleeps in there Wake Up Now Huck whistles and he kneels And he lays down there See ya Huck good luck A smoke ring hovers above his head And the rats and the dogs and the men all come And put a bullet through his eye And the drip and the drip and the drip of the Mississippi cryin' And Saint Huck hears his own Mississippi just rollin' by him Woah-woah- Woah-woah Woah-woah-woah-woah Saint Huck Saint Huck Saint Huck Woah-woah-woah-woah Woah-woah-woah-woah Saint Huck Saint Huck Saint Huck Woah-woah-woah-woah,234
1984,From Her To Eternity,6,Wings Off Flies,y,"She loves me, she loves me not
She loves me, she loves me not
She loves me, she loves me not

We-e-ll, ah've spent seven days and seven nights
Tryin' to get sunk in this brine
Don't turn on ya water-wings
Cause ah got me a set of water-works, right?!
Insects suicide against the window
And my heart goes out to those lil flies
There's a buzzin' in my ear
But it's more of her black-mail, Ham Shakespeare plus lies
Wings off Flies, She loves me, she loves me not
O o o o oh she loves me not!!

Lord, Ah've discovered the recipe of Heaven
Ya git solitude and ya mix with sanctuary and silence
Then bake it!
Listen, I plead guilty to misanthropy
So hang me! Ah'd appreciate it!!
Witness her gate-crash my tiny hell
With some obscene tate-a - tate-a
If ya wanna talk to me about Love'n'Pain
Consult my ulcer, it'd be happy to co-operate
Wings off Flies, she loves me, loves me not
Uh hey, Joe! Another outta do the job

Time to drown our lil fire, ya can keep the ashes
Now bye bye, bye, bye, see ya in a pigs eye!
Ah will be one, in need of no-one
In this, my deepest dive...
Fill'er up, Joe...
Hey! Ah am obliged! Ah am obliged!
Wings off Flies, She loves me, she loves me not
Wings off Flies etc... ad infinitum

Welcome the solitary flyer ya
See it land on the rim of my glass
It's going around and around and around
Look I just don't have the heart to hurt a fly
I grabbed it in my paw
Snatched it up
And then I held it to my ear could hear it scream
Could hear it scream and scream and scream
Till it screamed not...
Hey Joe, ya know anything about this scream?",She loves me she loves me not She loves me she loves me not She loves me she loves me not We-e-ll ah've spent seven days and seven nights Tryin' to get sunk in this brine Don't turn on ya water-wings Cause ah got me a set of water-works right Insects suicide against the window And my heart goes out to those lil flies There's a buzzin' in my ear But it's more of her black-mail Ham Shakespeare plus lies Wings off Flies She loves me she loves me not O o o o oh she loves me not Lord Ah've discovered the recipe of Heaven Ya git solitude and ya mix with sanctuary and silence Then bake it Listen I plead guilty to misanthropy So hang me Ah'd appreciate it Witness her gate-crash my tiny hell With some obscene tate-a - tate-a If ya wanna talk to me about Love'n'Pain Consult my ulcer it'd be happy to co-operate Wings off Flies she loves me loves me not Uh hey Joe Another outta do the job Time to drown our lil fire ya can keep the ashes Now bye bye bye bye see ya in a pigs eye Ah will be one in need of no-one In this my deepest dive Fill'er up Joe Hey Ah am obliged Ah am obliged Wings off Flies She loves me she loves me not Wings off Flies etc ad infinitum Welcome the solitary flyer ya See it land on the rim of my glass It's going around and around and around Look I just don't have the heart to hurt a fly I grabbed it in my paw Snatched it up And then I held it to my ear could hear it scream Could hear it scream and scream and scream Till it screamed not Hey Joe ya know anything about this scream ,172
1984,From Her To Eternity,7,A Box For Black Paul,y,"Who'll build a box for black Paul?

Ah'm enquirin' on behalf of his soul
Ah'd be beholdin to ya all
For a lil information just a little indication
Just who'll dig the hole?
When ya done ransackin' his room
Grabbin' any damn thing that shines
Throw the scraps down on the street
Like all his books and his notes
All his books and his notes and
All the junk that he wrote
The whole fuckin' lot right up in smoke
Ain't there nothing sacred anymore
Won't someone build a box for black paul?
And their shootin' off his guns
And their shootin' off their mouths
Saying ""fuck with us and die!""
""Fuck with us and die!""
(let's see that rat of fear go scuttle in their skulls)
""Cover that eye, cover that frozen eye!""

Black-puppetin' a heap up against the stoning-wall
Black-puppet go to sleep
Ma-ma won't scold ya anymore
Armies of ants wade up the lil red streams
They're headin' for the mother-pool
O lord it's cruel! o man it's hot! o man it's hot and
And some of them ants they just climb to the spot
Who threw the first stone at black Paul?
'don't ask us say the critics and the hacks
The pen-pushers and the quacks
'we jes cum to git dah facks!'
'we jes cum to git dah facks!'
Heyheyheyhey...

Here is the hammer that built the scaffold
And built the box...
Here is the shovel that dug the hole
In this ground of rocks...
And here is the pile of stones!
And for each one planted
God only knows, a blood-rose grown...
These are the true demon-flowers!
These are the true demon-flowers!
Stand back everyone! blood-black everyone!

Who'll build a box for black paul?
Who'll carry it up the hill?

'not I said the widow adjusting her veil
'ah will not drive the nail
Or cart his puppet-body home
For ah done that one hundred times before
Yeah! ah done that one hundred times or more
And why should ah dress his wounds?
When he has wounded my dressnightly
Right across the floor'
Who'll build a box for black paul?
Who'll carry it up the hill?
Who'll bury it in the black-soil?
And from the woods and the thickets
Come the ghosts of his victims
'We love you!'
'I love you!'
'and this will not hurt a bit
Outta my eyes was your rise to full glory spring up from
The corpse of life we'll go upupupupup into death
Upupupup inhale it's breath
O yes death favours those that favor death

Here is the stone and here is the inscription it bare:
'Below lies black Paul under the upper...
But above and beyond the surface-flat-fall there.'
And all the angels come on down
And all you men and women crowd around
And all the old widows weeping into their skirts
And all the lil gals and the lil boys
And the scribes with their pens poised
All the hullaballoo all the noise
All the hullaballoo all the noise
All the hullaballoo all of the noise
Clears his throat of black blood
Black Paul singin' like a lonely boy...
We-e-e-llah have cried one thousand tears
Ah've cried a thousand tears it's true
And the next stormy night you know
That ah'm still cryin' them for you
And I had a gal she was so sweet
Red dress and long red hair hangin' down
And heaven just ain't heaven
Without that lil girl hangin' around
Well I laugh ya know ah've been a bad-man
And lord knows ah done some good things too
But ah confess my soul will never rest
Until you've until you've build
Until you've built a box for my gal too
My gal too
My gal too",Who'll build a box for black Paul Ah'm enquirin' on behalf of his soul Ah'd be beholdin to ya all For a lil information just a little indication Just who'll dig the hole When ya done ransackin' his room Grabbin' any damn thing that shines Throw the scraps down on the street Like all his books and his notes All his books and his notes and All the junk that he wrote The whole fuckin' lot right up in smoke Ain't there nothing sacred anymore Won't someone build a box for black paul And their shootin' off his guns And their shootin' off their mouths Saying fuck with us and die Fuck with us and die let's see that rat of fear go scuttle in their skulls Cover that eye cover that frozen eye Black-puppetin' a heap up against the stoning-wall Black-puppet go to sleep Ma-ma won't scold ya anymore Armies of ants wade up the lil red streams They're headin' for the mother-pool O lord it's cruel o man it's hot o man it's hot and And some of them ants they just climb to the spot Who threw the first stone at black Paul 'don't ask us say the critics and the hacks The pen-pushers and the quacks 'we jes cum to git dah facks ' 'we jes cum to git dah facks ' Heyheyheyhey Here is the hammer that built the scaffold And built the box Here is the shovel that dug the hole In this ground of rocks And here is the pile of stones And for each one planted God only knows a blood-rose grown These are the true demon-flowers These are the true demon-flowers Stand back everyone blood-black everyone Who'll build a box for black paul Who'll carry it up the hill 'not I said the widow adjusting her veil 'ah will not drive the nail Or cart his puppet-body home For ah done that one hundred times before Yeah ah done that one hundred times or more And why should ah dress his wounds When he has wounded my dressnightly Right across the floor' Who'll build a box for black paul Who'll carry it up the hill Who'll bury it in the black-soil And from the woods and the thickets Come the ghosts of his victims 'We love you ' 'I love you ' 'and this will not hurt a bit Outta my eyes was your rise to full glory spring up from The corpse of life we'll go upupupupup into death Upupupup inhale it's breath O yes death favours those that favor death Here is the stone and here is the inscription it bare 'Below lies black Paul under the upper But above and beyond the surface-flat-fall there ' And all the angels come on down And all you men and women crowd around And all the old widows weeping into their skirts And all the lil gals and the lil boys And the scribes with their pens poised All the hullaballoo all the noise All the hullaballoo all the noise All the hullaballoo all of the noise Clears his throat of black blood Black Paul singin' like a lonely boy We-e-e-llah have cried one thousand tears Ah've cried a thousand tears it's true And the next stormy night you know That ah'm still cryin' them for you And I had a gal she was so sweet Red dress and long red hair hangin' down And heaven just ain't heaven Without that lil girl hangin' around Well I laugh ya know ah've been a bad-man And lord knows ah done some good things too But ah confess my soul will never rest Until you've until you've build Until you've built a box for my gal too My gal too My gal too,321
1985,The Firstborn Is Dead,1,Tupelo,,"Looka yonder! Looka yonder!
Looka yonder! A big black cloud come!
A big black cloud come!
Yeah comes to Tupelo. Comes to Tupelo
Yonder on the horizon
Yonder on the horizon
Stopped at the mighty river
Stopped at the mighty river and
Sucked the damn thing dry
Sucked the damn thing dry
(Tupelo) Oh Tupelo
In a valley hides a town called Tupelo

Well distant thunder rumble. Distant thunder rumble
Rumble hungry like the Beast
The Beast it cometh, cometh down
The Beast it cometh, cometh down
The Beast it cometh, cometh down
Wo wo wo-o-o
Tupelo bound
Yeah, oh, Tupelo
The Beast it cometh, Tupelo bound
Why the hen will lay no egg
Can't get that cock to crow
The nag is spooked and crazy
Oh God help Tupelo
Oh God help Tupelo
Oh God help Tupelo
Oh God help Tupelo

Ya can say these streets are rivers
Ya can call these rivers streets
Ya can tell ya self ya dreaming, buddy
But no sleep runs this deep
No, no sleep runs this deep
No sleep runs this deep
Women at their windows
Rain crashing on the pane
Writing in the frost
Tupelos' shame, tupelo's shame
Tupelos' shame, tupelo's shame
Oh God help Tupelo
Oh God help Tupelo
Oh God help Tupelo
Oh God help Tupelo

Oh go to sleep lil children
The Sandman's on his way
Oh go to sleep lil children
The Sandman's in his way
But the lil children know
But the lil children know
They listen to the beating of their blood
Listen to the beating of their blood
Listen to the beating of their blood
Listen to the beating of their blood
The sandman's mud
The sandman's mud
The sandman's mud
The sandman's mud
And the black rain come down
The black rain come down
The black rain come down
Oh water water everywhere
Water water everywhere
Where no bird can fly, no fish can swim
Where no bird can fly, no fish can swim
No fish can swim
Until The King is born
Until The King is born
(Tupelo) Yep, Tupelo
Til The King is born in Tupelo

In a clap-board shack with a roof of tin
Where the rain crashed down and leaked within
A young mother frozen on a concrete floor
In a bottle and a box and a cradle of straw
(Tupelo) Oh Tupelo
In a bottle and a box and a cradle of straw
Saturday gives what Sunday steals
And a child is born on his brother's heels
Sunday morn the first-born dead
In a shoebox tied with a ribbon of red
(Tupelo) Oh Tupelo
In a shoebox buried with a ribbon of red
Oh mama rock you lil' one slow
Mama rock your baby
Mama rock your lil' one slow
God help Tupelo
God help Tupelo
Mama rock your lil' one slow
Mama rock your lil' one slow
The lil one will walk on Tupelo
The lil one will walk on Tupelo
Black rain come down, black rain come down
The King will walk on Tupelo
The King will walk on Tupelo
(Tupelo)
And carry the burden of Tupelo
And carry the burden of Tupelo
And carry the burden of Tupelo
And carry the burden of Tupelo
(Tupelo) Oh Tupelo
Yeah, the King will walk on Tupelo
Tupelo, Tupelo
The King will walk on Tupelo!
(Tupelo) Oh Tupelo
Oh Tupelo
Yeah, the King will walk on Tupelo
(Tupelo) Yeah, oh Tupelo
He carried the burden of Tupelo
(Tupelo) Yeah, yeah Tupelo
He carried the burden of Tupelo
(Tupelo) Hey, hey, hey Tupelo
He carried the burden of Tupelo
(Tupelo) Yeah, yeah, yeah Tupelo
You will reap just what you sow
Yeah, oh Tupelo",Looka yonder Looka yonder Looka yonder A big black cloud come A big black cloud come Yeah comes to Tupelo Comes to Tupelo Yonder on the horizon Yonder on the horizon Stopped at the mighty river Stopped at the mighty river and Sucked the damn thing dry Sucked the damn thing dry Tupelo Oh Tupelo In a valley hides a town called Tupelo Well distant thunder rumble Distant thunder rumble Rumble hungry like the Beast The Beast it cometh cometh down The Beast it cometh cometh down The Beast it cometh cometh down Wo wo wo-o-o Tupelo bound Yeah oh Tupelo The Beast it cometh Tupelo bound Why the hen will lay no egg Can't get that cock to crow The nag is spooked and crazy Oh God help Tupelo Oh God help Tupelo Oh God help Tupelo Oh God help Tupelo Ya can say these streets are rivers Ya can call these rivers streets Ya can tell ya self ya dreaming buddy But no sleep runs this deep No no sleep runs this deep No sleep runs this deep Women at their windows Rain crashing on the pane Writing in the frost Tupelos' shame tupelo's shame Tupelos' shame tupelo's shame Oh God help Tupelo Oh God help Tupelo Oh God help Tupelo Oh God help Tupelo Oh go to sleep lil children The Sandman's on his way Oh go to sleep lil children The Sandman's in his way But the lil children know But the lil children know They listen to the beating of their blood Listen to the beating of their blood Listen to the beating of their blood Listen to the beating of their blood The sandman's mud The sandman's mud The sandman's mud The sandman's mud And the black rain come down The black rain come down The black rain come down Oh water water everywhere Water water everywhere Where no bird can fly no fish can swim Where no bird can fly no fish can swim No fish can swim Until The King is born Until The King is born Tupelo Yep Tupelo Til The King is born in Tupelo In a clap-board shack with a roof of tin Where the rain crashed down and leaked within A young mother frozen on a concrete floor In a bottle and a box and a cradle of straw Tupelo Oh Tupelo In a bottle and a box and a cradle of straw Saturday gives what Sunday steals And a child is born on his brother's heels Sunday morn the first-born dead In a shoebox tied with a ribbon of red Tupelo Oh Tupelo In a shoebox buried with a ribbon of red Oh mama rock you lil' one slow Mama rock your baby Mama rock your lil' one slow God help Tupelo God help Tupelo Mama rock your lil' one slow Mama rock your lil' one slow The lil one will walk on Tupelo The lil one will walk on Tupelo Black rain come down black rain come down The King will walk on Tupelo The King will walk on Tupelo Tupelo And carry the burden of Tupelo And carry the burden of Tupelo And carry the burden of Tupelo And carry the burden of Tupelo Tupelo Oh Tupelo Yeah the King will walk on Tupelo Tupelo Tupelo The King will walk on Tupelo Tupelo Oh Tupelo Oh Tupelo Yeah the King will walk on Tupelo Tupelo Yeah oh Tupelo He carried the burden of Tupelo Tupelo Yeah yeah Tupelo He carried the burden of Tupelo Tupelo Hey hey hey Tupelo He carried the burden of Tupelo Tupelo Yeah yeah yeah Tupelo You will reap just what you sow Yeah oh Tupelo,183
1985,The Firstborn Is Dead,2,Say Goodbye To The Little Girl Tree,,"O say goodbye to the little girl tree
O you know that I must say goodbye
To the little girl tree
This wall I built around you
Is made out of stone-lies
O little girl the truth would be
An axe in thee
O father look to your daughter
Brick of grief and stricken morter
With this ring
This silver hoop of wire
I bind your maiden mainstem
Just to keep you as a child

O say goodbye to the little girl tree
O you know that I must say goodbye
To my little girl tree
How fast your candy bones
Reached out for me
I must say goodbye to your brittle bones
Crying out for me
O you know that I must say goodbye
O goodbye
Even though you will betray me
The very minute that I leave

O say goodbye to the little girl tree
O Lord you know that I must say goodbye
To that little girl tree
I rise up her girl-child lumps and slipping knots
Into her laden boughs
And amongst her roping limbs
Like a swollen neck vein branching
Into smaller lesser veins
That must all just sing and say goodbye
And let her blossom veils fly
Her velvet gown
Down down down
Down down down
Down down down and goodbye
For you know that I must say goodbye

To a rhythm softly tortured
Of a motion back and forth
That's a rhythm sweetly tortured
O that's the rhythm of the orchard
And you know that I must say goodbye
To that little girl tree
O goodbye
Yes goodbye
For you know that I must die
Down down down
Down down down
Down down down and goodbye
For you know that I must die
Yes you know that I must die
O-o you know that I must die",O say goodbye to the little girl tree O you know that I must say goodbye To the little girl tree This wall I built around you Is made out of stone-lies O little girl the truth would be An axe in thee O father look to your daughter Brick of grief and stricken morter With this ring This silver hoop of wire I bind your maiden mainstem Just to keep you as a child O say goodbye to the little girl tree O you know that I must say goodbye To my little girl tree How fast your candy bones Reached out for me I must say goodbye to your brittle bones Crying out for me O you know that I must say goodbye O goodbye Even though you will betray me The very minute that I leave O say goodbye to the little girl tree O Lord you know that I must say goodbye To that little girl tree I rise up her girl-child lumps and slipping knots Into her laden boughs And amongst her roping limbs Like a swollen neck vein branching Into smaller lesser veins That must all just sing and say goodbye And let her blossom veils fly Her velvet gown Down down down Down down down Down down down and goodbye For you know that I must say goodbye To a rhythm softly tortured Of a motion back and forth That's a rhythm sweetly tortured O that's the rhythm of the orchard And you know that I must say goodbye To that little girl tree O goodbye Yes goodbye For you know that I must die Down down down Down down down Down down down and goodbye For you know that I must die Yes you know that I must die O-o you know that I must die,122
